"numer_kolumny";"nazwa_kolumny";"opis_kolumny"
1246;"dk11.4";"skorzystaliscie z opieki szpitalnej, gdzie zapewniono leki nieodplatnie"
1247;"dk11.5";"skorzystaliscie z rady aptekarza i wykupiliscie tansze leki"
1248;"dk12";"zy w porownaniu z poprzednim okresem, w czasie ostatniego roku Pan(i) lub inni czlonkowie gospodarstwa domowego korzystali z placowek sluzby zdrowia, w ktorych trzeba placic wylacznie z wlasnej kieszeni"
1249;"dk13";"le bylby(-aby) Pan(i) sklonny(-a) wydac z dochodow gospodarstwa domowego na dobrowolne dodatkowe ubezpieczenie zdrowotne oferowane przez prywatny zaklad ubezpieczen, tak aby zapewnic czlonkom gospodarstwa domowego pokrycie kosztow leczenia?"
1250;"dl1";"Ile wyniosl dochod netto w zl w poprzednim miesiacu w Pana(i) gospodarstwie domowym?"
1251;"dl2";"Prosze ocenic, ile wyniosl przecietny miesieczny dochod netto w zl w Pana(i) gospodarstwie domowym w 2006 roku"
1252;"dl3";"Czy przy aktualnym dochodzie netto Pana(i) gospodarstwo domowe wiaze koniec z koncem?"
1253;"dl4";"Jaki jest najnizszy miesieczny dochod netto w zl potrzebny do zwiazania konca z koncem przez Pana(i) gospodarstwo domowe?"
1254;"dl5";"Ktore z nastepujacych okreslen najlepiej charakteryzuje sposob gospodarowania dochodem w Pana(i) gospodarstwie domowych? Pokazac KARTE nr 4, poprosic o wybor jednego z wariantow odpowiedzi i zaczernic wlasciwy kwadrat."
1255;"dl6";"Czy w porownaniu do sytuacji sprzed dwoch lat sytuacja dochodowa Pana(i) gospodarstwa domowego"
1256;"dl7";"Czy stale dochody Pana(i) gospodarstwa domowego pozwalaja na zaspokojenie biezacych potrzeb?"
1257;"dl8.1";"wykorzystuje zgromadzone oszczednosci"
1258;"dl8.2";"wyzbywa sie posiadanego majatku (sprzedaje dobra rzeczowe) lub oddaje rzeczy pod zastaw (do lombardu)"
1259;"dl8.3";"ogranicza biezace potrzeby"
1260;"dl8.4";"zaciaga pozyczki, kredyty"
1261;"dl8.5";"korzysta z pomocy krewnych"
1262;"dl8.6";"korzysta z pomocy kosciola/Caritasu"
1263;"dl8.7";"korzysta z pomocy opieki spolecznej"
1264;"dl8.8";"czlonek gospodarstwa podejmuje dodatkowa prace"
1265;"dl8.9";"podejmuje inne dzialania"
1266;"dl8.10";"nie podejmuje zadnych dzialan"
1267;"dl9.1";"ubezpieczenie OC posiadacza pojazdu"
1268;"dl9.2";"ubezpieczenie AutoCasco"
1269;"dl9.3";"ubezpieczenie OC posiadacza gospodarstwa rolnego"
1270;"dl9.4";"ubezpieczenie budynkow gospodarstwa rolnego"
1271;"dl9.5";"ubezpieczenie mieszkania (domu) jako nieruchomosci"
1272;"dl9.6";"ubezpieczenie wyposazenia mieszkania (domu)"
1273;"dl9.7";"ubezpieczenie na zycie"
1274;"dl9.8";"ubezpieczenie na zycie z funduszem inwestycyjnym/kapitalowym"
1275;"dl9.9";"ubezpieczenie posagowe, zaopatrzenia dzieci"
1276;"dl9.10";"ubezpieczenie rentowe"
1277;"dl9.11";"ubezpieczenie od nastepstw nieszczesliwych wypadkow"
1278;"dl9.12";"ubezpieczenie zdrowotne dobrowolne, inne od ubezpieczenia w NFZ/KRUS, abonamentu wykupionego przez pracodawce czy zwiazanego z wyjazdem za granice"
1279;"dl9.13";"ubezpieczenie kredytu"
1280;"dl9.14";"ubezpieczenie OC w zyciu prywatnym"
1281;"dl9.15";"ubezpieczenie OC z tytulu wykonywanego zawodu"
1282;"dl9.16";"ubezpieczenie OC z tytulu prowadzenia dzialalnosci gospodarczej"
1283;"dl9.17";"ubezpieczenie rolne (upraw)"
1284;"dl10.1";"obowiazek ubezpieczenia"
1285;"dl10.2";"obawa o przyszlosc rodziny (gospodarstwa domowego)"
1286;"dl10.3";"nieszczesliwe zdarzenie w zyciu rodziny"
1287;"dl10.4";"nieszczesliwe zdarzenie w zyciu znajomych"
1288;"dl10.5";"sugestia, rada znajomych"
1289;"dl10.6";"reklama"
1290;"dl10.7";"namowa agenta ubezpieczeniowego"
1291;"dl10.8";"inne przyczyny"
1292;"dl11.1";"ubezpieczenie na zycie"
1293;"dl11.2";"ubezpieczenie AutoCasco samochodu"
1294;"dl11.3";"ubezpieczenie mieszkania (domu)"
1295;"dm1";"Czy zmienilby Pan(i) swojego operatora stacjonarnego lub komorkowego, na operatora, ktory oferuje lacznie uslugi telefonii komorkowej, stacjonarnej, internetu?"
1296;"dm2.1";"brak odpowiedniego sprzetu"
1297;"dm2.2";"brak mozliwosci technicznych korzystania z lacza stalego"
1298;"dm2.3";"wystarczajace mozliwosci korzystania z Internetu gdzie indziej"
1299;"dm2.4";"Internet nie jest nam potrzebny,"
1300;"dm2.5";"Internet nie ma nic ciekawego do zaoferowania"
1301;"dm2.6";"wzgledy prywatnosci lub bezpieczenstwa"
1302;"dm2.7";"Internet moze byc szkodliwy, np. moze demoralizowac dzieci, zabierac czas"
1303;"dm2.8";"koszty dostepu sa zbyt duze"
1304;"dm2.9";"brak odpowiednich umiejetnosci korzystania"
1305;"dm2.10";"inny powod"
1306;"dm2.11";"zamierzamy zalozyc dostep w tym roku"
1307;"dm3.1";"Deklaracje podatkowe"
1308;"dm3.2";"Uslugi Urzedu Pracy dotyczace ofert pracy1"
1309;"dm3.3";"Sprawy zwiazane z zasilkami i swiadczeniami (np. zasilki dla bezrobotnych, opiekuncze, chorobowe, stypendia)"
1310;"dm3.4";"Sprawy dotyczace dokumentow osobistych (takich jak: paszport, dowod osobisty, prawo jazdy)"
1311;"dm3.5";"Rejestracja pojazdu."
1312;"dm3.6";"Pozwolenie na budowe."
1313;"dm3.7";"Policja, straz miejska, prokuratura - zglaszanie skarg i przestepstw."
1314;"dm3.8";"Dostep do bibliotek publicznych (przeszukiwanie katalogow, wypozyczanie ksiazek)"
1315;"dm3.9";"Zamawianie i otrzymywanie zaswiadczen lub odpisow aktow stanu cywilnego (np. urodzenia, malzenstwa)."
1316;"dm3.10";"Zapisy do zlobkow, przedszkoli, szkol i szkol wyzszych1"
1317;"dm3.11";"Zmiana adresu zameldowania."
1318;"dm3.12";"Zalatwianie spraw urzedowych zwiazanych z dzialalnoscia gospodarcza"
1319;"dm3.13";"Uslugi zwiazane ze zdrowiem (np. informacje o uslugach dostepnych w publicznych placowkach sluzby zdrowia, o czasie oczekiwania na wizyte u lekarza, przyjecie do szpitala czy do sanatorium, o terminach i miejscach swiadczenia uslug zdrowotnych)"
1320;"dm3.14";"Zalatwianie spraw zwiazanych z wiara religijna i dzialalnoscia Kosciola1"
1321;"dm3.15";"Inne sprawy urzedowe (zalatwiane np. w sadach, urzedach gminnych, powiatowych, wojewodzkich lub centralnych)"
1322;"dm4";"Od jak dawna internet jest w Pana(i) domu? Prosze podac rok podlaczenia"
1323;"dm5.1";"dostep wdzwaniany (nie mozna jednoczesnie rozmawiac przez telefon i korzystac z internetu)"
1324;"dm5.2";"stale lacze u operatora telefonii stacjonarnej - neostrada,"
1325;"dm5.3";"stale lacze u operatora telefonii stacjonarnej (netia, dialog itp.)"
1326;"dm5.4";"stale lacze poprzez dostawce telewizji kablowej"
1327;"dm5.5";"inne stale lacze np.: siec osiedlowa, lacze lokalnego dostawcy internetu, lub lacze wspoldzielone, sasiedzkie"
1328;"dm5.6";"staly dostep przez siec komorkowa np.: BlueConnect <czyt.: blu konekt>, iPlus <czyt.: aj plus>, czy Twoj Internet; Business Everywhere Orange"
1329;"dm5.7";"dostep do internetu przez komorke (modem w komorce)"
1330;"dm5.8";"inne"
1331;"dm6";"Jesli gospodarstwo posiada stale lacze, to jaka jest jego predkosc?"
1332;"dn1.1";"Zdarzylo nam sie zaczac kupowac jakis produkt dlatego, ze mniej zanieczyszczal srodowisko niz ten, ktory kupowalismy wczesniej"
1333;"dn1.2";"Staramy sie wyrzucac smieci (takie, jak papier, plastyk albo szklo) do specjalnych pojemnikow"
1334;"dn1.3";"Staramy sie wyrzucac zuzyte baterie, akumulatory i inne produkty zawierajace szkodliwe substancje chemiczne do specjalnych pojemnikow"
1335;"dgse";"Grupa spoleczno ekonomiczna"
1336;"dTypGD";"typ gospodaqrstwa domowego"
1337;"dNCUb";"Liczba jednostek konsumpcyjnych w gosp.dom 2007"
1338;"ea0";"Status gospodarstwa w badaniu"
1339;"ea5";"Symbol zrodla utrzymania gospodarstwa"
1340;"ee1.1";"warzywa i przetwory warzywne"
1341;"ee1.2";"owoce i przetwory owocowe"
1342;"ee1.3";"mieso (w tym drob)"
1343;"ee1.4";"przetwory miesne i drobiowe"
1344;"ee1.5";"ryby i przetwory rybne"
1345;"ee1.6";"maslo i inne tluszcze jadalne"
1346;"ee1.7";"mleko"
1347;"ee1.8";"przetwory mleczne"
1348;"ee1.9";"cukier"
1349;"ee1.10";"wyroby cukiernicze (slodycze, czekolada itd.)"
1350;"ee1.11";"uzywki (kawa, herbata, alkohol, papierosy)"
1351;"ee2";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb zywnosciowych Pana(i) gospodarstwa domowego"
1352;"ef1";"Czy Pana(i) gospodarstwo domowe posiada jakies oszczednosci?"
1353;"ef2";"Jaka jest w przyblizeniu laczna wartosc posiadanych przez gospodarstwo domowe oszczednosci?"
1354;"ef3.1";"lokaty w bankach w zlotych"
1355;"ef3.2";"lokaty w bankach w walutach obcych"
1356;"ef3.3";"w obligacjach"
1357;"ef3.4";"w funduszach inwestycyjnych"
1358;"ef3.5";"Indywidualne Konto Emerytalne"
1359;"ef3.6";"w papierach wartosciowych notowanych na gieldzie"
1360;"ef3.7";"udzialy oraz akcje w prywatnych spolkach akcyjnych"
1361;"ef3.8";"lokaty w nieruchomosciach"
1362;"ef3.9";"lokaty w innych niz nieruchomosci dobrach materialnych"
1363;"ef3.10";"w gotowce"
1364;"ef3.11";"w innej formie"
1365;"ef4.1";"rezerwa na biezace wydatki konsumpcyjne (np. zywnosc, odziez i ubranie)"
1366;"ef4.2";"stale oplaty (np. mieszkaniowe)"
1367;"ef4.3";"zakup dobr trwalego uzytku"
1368;"ef4.4";"zakup domu, zakup mieszkania, wklad do spoldzielni mieszkaniowej"
1369;"ef4.5";"remont domu, mieszkania"
1370;"ef4.6";"leczenie"
1371;"ef4.7";"rehabilitacja"
1372;"ef4.8";"wypoczynek"
1373;"ef4.9";"rezerwa na sytuacje losowe"
1374;"ef4.10";"zabezpieczenie przyszlosci dzieci"
1375;"ef4.11";"zabezpieczenie na starosc"
1376;"ef4.12";"na inne cele"
1377;"ef4.13";"bez specjalnego przeznaczenia"
1378;"ef5";"Czy Pana(i) gospodarstwo domowe ma obecnie do splacenia pozyczki lub kredyty?"
1379;"ef6.1";"w bankach"
1380;"ef6.2";"w innych instytucjach"
1381;"ef6.3";"u osob prywatnych"
1382;"ef7";"Ile wynosi lacznie zadluzenie Pana(i) gospodarstwa domowego?"
1383;"ef8.1";"na biezace wydatki konsumpcyjne (np. zywnosc, odziez, obuwie)"
1384;"ef8.2";"stale oplaty (np. mieszkaniowe)"
1385;"ef8.3";"zakup dobr trwalego uzytku"
1386;"ef8.4";"zakup domu, zakup mieszkania, wklad do spoldzielni mieszkaniowej"
1387;"ef8.5";"remont domu, mieszkania"
1388;"ef8.6";"leczenie"
1389;"ef8.7";"zakup, dzierzawa narzedzi pracy (maszyny, wynajem lokalu itd.)"
1390;"ef8.8";"wypoczynek"
1391;"ef8.9";"zakup papierow wartosciowych"
1392;"ef8.10";"splata wczesniejszych dlugow"
1393;"ef8.11";"rozwoj wlasnej dzialalnosci gospodarczej"
1394;"ef8.12";"ksztalcenie"
1395;"ef8.13";"na inne cele"
1396;"ef9.01p";"posiada:pralke automatyczna"
1397;"ef9.01f";"nie posiada fin:pralke automatyczna"
1398;"ef9.02p";"posiada:zmywarke do naczyn"
1399;"ef9.02f";"nie posiada fin:zmywarke do naczyn"
1400;"ef9.03p";"posiada:kuchenke mikrofalowa"
1401;"ef9.03f";"nie posiada fin:kuchenke mikrofalowa"
1402;"ef9.04p";"posiada:telewizor LCD lub plazma"
1403;"ef9.04f";"nie posiada fin:telewizor LCD lub plazma"
1404;"ef9.05p";"posiada:telewizje satelitarna kablowa"
1405;"ef9.05f";"nie posiada fin:telewizje satelitarna kablowa"
1406;"ef9.06p";"posiada:odtwarzacz DVD"
1407;"ef9.06f";"nie posiada fin:odtwarzacz DVD"
1408;"ef9.07p";"posiada:kino domowe"
1409;"ef9.07f";"nie posiada fin:kino domowe"
1410;"ef9.08p";"posiada:dom letniskowy"
1411;"ef9.08f";"nie posiada fin:dom letniskowy"
1412;"ef9.09p";"posiada:komputer stacjonarny"
1413;"ef9.09f";"nie posiada fin:komputer stacjonarny"
1414;"ef9.09i";"ile:komputer stacjonarny"
1415;"ef9.10p";"posiada:komputer przenosny (laptop, notebook)"
1416;"ef9.10f";"nie posiada fin:komputer przenosny (laptop, notebook)"
1417;"ef9.10i";"ile:komputer przenosny (laptop, notebook)"
1418;"ef9.11p";"posiada:samochod osobowy (osobowo-dostawczy)"
1419;"ef9.11f";"nie posiada fin:samochod osobowy (osobowo-dostawczy)"
1420;"ef9.11i";"ile:samochod osobowy (osobowo-dostawczy)"
1421;"ef9.12p";"posiada:dostep do Internetu"
1422;"ef9.12f";"nie posiada fin:dostep do Internetu"
1423;"ef9.13p";"posiada:telefon stacjonarny"
1424;"ef9.13f";"nie posiada fin:telefon stacjonarny"
1425;"ef9.14p";"posiada:lodz motorowa, zaglowa"
1426;"ef9.14f";"nie posiada fin:lodz motorowa, zaglowa"
1427;"ef9.15p";"posiada:dzialke rekreacyjna"
1428;"ef9.15f";"nie posiada fin:dzialke rekreacyjna"
1429;"ef10";"Czy w porownaniu do sytuacji sprzed dwoch lat sytuacja materialna Pana(i) gospodarstwa domowego:"
1430;"ef11.1";"Przy robieniu zakupow najwazniejsza jest dla nas jakosc produktu. Cena jest kwestia drugorzedna"
1431;"ef11.2";"W naszym gospodarstwie domowym regularnie spotykamy sie z wieloma przyjaciolmi i krewnymi"
1432;"ef11.3";"W naszym gospodarstwie domowym lubimy wydawac duzo pieniedzy na urzadzenia techniczne"
1433;"ef11.4";"W naszym gospodarstwie domowym jestesmy na biezaco z nowoczesna technika"
1434;"ef12";"Czy zmienil(a)by Pan(i) operatora telefonu stacjonarnego lub komorkowego na operatora, ktory oferuje lacznie uslugi telefonii komorkowej, stacjonarnej i internetu"
1435;"ef13z";"komuter:zakup"
1436;"ef13m";"komuter:modernizacja"
1437;"ef14";"Jesli w gospodarstwie jest komputer, to od kiedy? (podac dwie ostatnie cyfry roku)"
1438;"eg1";"Czy Pana(i) gospodarstwo domowe uzytkuje mieszkanie samodzielnie?"
1439;"eg2";"Jaka jest powierzchnia uzytkowa mieszkania zajmowanego przez gosp. domowe"
1440;"eg3.1";"wodociag"
1441;"eg3.2";"ustep splukiwany woda biezaca"
1442;"eg3.3";"lazienka z wanna lub prysznicem"
1443;"eg3.4";"ciepla woda biezaca"
1444;"eg3.5";"gaz z sieci"
1445;"eg3.6";"gaz z butli"
1446;"eg4";"W jaki sposob ogrzewane jest mieszkanie?"
1447;"eg5.1";"oplatami za mieszkanie (czynsz)"
1448;"eg5.2";"oplatami za gaz, energie elektryczna"
1449;"eg5.3";"splata kredytu mieszkaniowego"
1450;"eg6";"Czy w stosunku do sytuacji sprzed dwoch lat warunki mieszkaniowe Pana(i) gospodarstwa domowego:"
1451;"eh6.1";"zrezygnowania z podjecia przez dziecko zajec dodatkowych?"
1452;"eh6.2";"ograniczenia lub zawieszenia wplat na szkole?"
1453;"eh6.3";"zrezygnowania z korzystania przez dziecko z obiadow w szkole"
1454;"eh6.4";"zrezygnowania z korepetycji dla dziecka?"
1455;"eh6.5";"zmiany szkoly na wymagajaca mniejszych oplat?"
1456;"eh6.6";"innych ograniczen?"
1457;"eh7";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pana(i) gospodarstwa domowego zwiazanych z ksztalceniem dzieci"
1458;"ei1";"Czy gospodarstwo otrzymuje jakas pomoc z zewnatrz:"
1459;"ei2.1";"finansowej"
1460;"ei2.2";"rzeczowej"
1461;"ei2.3";"w formie uslug"
1462;"ej1.1";"rezygnacja z kina"
1463;"ej1.2";"rezygnacja z teatru, opery, operetki, filharmonii, koncertu"
1464;"ej1.3";"rezygnacja z muzeum lub wystawy"
1465;"ej1.4";"rezygnacja z zakupu ksiazki"
1466;"ej1.5";"rezygnacja z zakupu prasy (gazet, tygodnikow, miesiecznikow)"
1467;"ej2";"Ile jest ( w przyblizeniu ) w Panstwa domu ksiazek (bez podrecznikow szkolnych lub instrukcji)"
1468;"ej3";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pan(i) gospodarstwa domowego zwiazanych z kultura"
1469;"ej4.1";"rezygnaca z kolonii, obozu, innych wyjazdow grupowych dzieci (niepelnoletnich)"
1470;"ej4.2";"rezygnaca z urlopu, wyjazdow doroslych"
1471;"ej4.3";"rezygnaca z wyjazdow rodzinnych (dorosli i dzieci niepelnoletnie)"
1472;"ej5";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pan(i) gospodarstwa domowego zwiazanych z wypoczynkiem"
1473;"ek1.1";"placowek sluzby zdrowia oplacanych przez NFZ"
1474;"ek1.2";"placowek, w ktorych trzeba placic z wlasnej kieszeni"
1475;"ek1.3";"placowek oplacanych przez pracodawce, ktory wykupil abonament"
1476;"ek1.4";"placowek oplacanych przez instytucje dobroczynne"
1477;"ek2";"Czy ktokolwiek z czlonkow Pana(i) gospodarstwa domowego przebywal w ostatnim roku w szpitalu?"
1478;"ek3.1";"na leczenie czy rozne badania w przychodniach i gabinetach w ktorych oficjalnie placono za uslugi (w tym rowniez ponadstandardowych uslug stomatologow, ortodontow, sprzetu ortopedycznego w czesci finansowanych przez NFZ itp.)"
1479;"ek3.2";"oplaty nieformalne czyli tzw. dowody wdziecznosci, ktore mialy sprawic, ze opieka bedzie lepsza lub szybciej udzielona"
1480;"ek3.3";"prezenty jako dowod szczerej wdziecznosci za uzyskana juz opieke"
1481;"ek3.4";"leczenie w szpitalu prywatnym lub publicznym, w ktorym oplacono leczenie szpitalne z wlasnej kieszeni, oficjalnie zakupujac tam uslugi medyczne"
1482;"ek3.5";"oplaty w szpitalu publicznym (np. na tzw. cegielki, oplaty za nocne dyzury, zakup lekow w aptece dla pacjenta leczonego w szpitalu)"
1483;"ek4";"Prosze powiedziec, ile w sumie wydano w ciagu ostatnich 3 miesiecy na leki i inne artykuly farmaceutyczne zwiazane z choroba w Pana(i) gospodarstwie domowym (w zlotych)?"
1484;"ek5.1";"nie starczylo pieniedzy na realizacje recept lub wykupienie lekow zalecanych przez lekarza"
1485;"ek5.2";"z powodu braku pieniedzy nie leczyli Panstwo zebow"
1486;"ek5.3";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z uzyskania protez zebowych"
1487;"ek5.4";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z wizyt u lekarza"
1488;"ek5.5";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z badan medycznych (np. badania laboratoryjne, przeswietlenia, EKG)"
1489;"ek5.6";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z zabiegow rehabilitacyjnych"
1490;"ek5.7";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z wyjazdu do sanatorium"
1491;"ek5.8";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z leczenia szpitalnego"
1492;"ek6";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb zdrowotnych Pana(i) gospodarstwa domowego"
1493;"el1";"dochod gospodarstwa w ostatnim miesiacu"
1494;"el2";"miesieczny dochod gospodarstwa w 2008"
1495;"el3";"Czy przy aktualnym dochodzie netto Pana(i) gospodarstwo domowe wiaze koniec z koncem?"
1496;"el4";"Jaki jest najnizszy miesieczny dochod netto w zl potrzebny do zwiazania konca z koncem przez Pana(i) gospodarstwo domowe?"
1497;"el5";"Ktore z nastepujacych okreslen najlepiej charakteryzuje sposob gospodarowania dochodem w Pana(i) gospodarstwie domowych? Pokazac KARTE nr 4, poprosic o wybor jednego z wariantow odpowiedzi i zaczernic wlasciwy kwadrat."
1498;"el6";"Czy w porownaniu do sytuacji sprzed dwoch lat sytuacja dochodowa Pana(i) gospodarstwa domowego"
1499;"el7";"Czy stale dochody Pana(i) gospodarstwa domowego pozwalaja na zaspokojenie biezacych potrzeb?"
1500;"el8.1";"wykorzystuje zgromadzone oszczednosci"
1501;"el8.2";"wyzbywa sie posiadanego majatku (sprzedaje dobra rzeczowe) lub oddaje rzeczy pod zastaw (do lombardu)"
1502;"el8.3";"ogranicza biezace potrzeby"
1503;"el8.4";"zaciaga pozyczki, kredyty"
1504;"el8.5";"korzysta z pomocy krewnych"
1505;"el8.6";"korzysta z pomocy kosciola/Caritasu"
1506;"el8.7";"korzysta z pomocy opieki spolecznej"
1507;"el8.8";"czlonek gospodarstwa podejmuje dodatkowa prace"
1508;"el8.9";"podejmuje inne dzialania"
1509;"el8.10";"nie podejmuje zadnych dzialan"
1510;"em1.1";"Deklaracje podatkowe"
1511;"em1.2";"Uslugi Urzedu Pracy dotyczace ofert pracy1"
1512;"em1.3";"Sprawy zwiazane z zasilkami i swiadczeniami (np. zasilki dla bezrobotnych, opiekuncze, chorobowe, stypendia)"
1513;"em1.4";"Sprawy dotyczace dokumentow osobistych (takich jak: paszport, dowod osobisty, prawo jazdy)"
1514;"em1.5";"Rejestracja pojazdu."
1515;"em1.6";"Pozwolenie na budowe."
1516;"em1.7";"Policja, straz miejska, prokuratura - zglaszanie skarg i przestepstw."
1517;"em1.8";"Dostep do bibliotek publicznych (przeszukiwanie katalogow, wypozyczanie ksiazek)"
1518;"em1.9";"Zamawianie i otrzymywanie zaswiadczen lub odpisow aktow stanu cywilnego (np. urodzenia, malzenstwa)."
1519;"em1.10";"Zapisy do zlobkow, przedszkoli, szkol i szkol wyzszych1"
1520;"em1.11";"Zmiana adresu zameldowania."
1521;"em1.12";"Zalatwianie spraw urzedowych zwiazanych z dzialalnoscia gospodarcza"
1522;"em1.13";"Uslugi zwiazane ze zdrowiem (np. informacje o uslugach dostepnych w publicznych placowkach sluzby zdrowia, o czasie oczekiwania na wizyte u lekarza, przyjecie do szpitala czy do sanatorium, o terminach i miejscach swiadczenia uslug zdrowotnych)"
1523;"em1.14";"Zalatwianie spraw zwiazanych z wiara religijna i dzialalnoscia Kosciola1"
1524;"em1.15";"Inne sprawy urzedowe (zalatwiane np. w sadach, urzedach gminnych, powiatowych, wojewodzkich lub centralnych)"
1525;"em2";"Od jak dawna internet jest w Pana(i) domu? Prosze podac rok podlaczenia"
1526;"em3.1";"dostep wdzwaniany (nie mozna jednoczesnie rozmawiac przez telefon i korzystac z internetu)"
1527;"em3.2";"stale lacze u operatora telefonii stacjonarnej - neostrada,"
1528;"em3.3";"stale lacze u operatora telefonii stacjonarnej (netia, dialog itp.)"
1529;"em3.4";"stale lacze poprzez dostawce telewizji kablowej"
1530;"em3.5";"inne stale lacze np.: siec osiedlowa, lacze lokalnego dostawcy internetu, lub lacze wspoldzielone, sasiedzkie"
1531;"em3.6";"staly dostep przez siec komorkowa np.: BlueConnect <czyt.: blu konekt>, iPlus <czyt.: aj plus>, czy Twoj Internet; Business Everywhere Orange"
1532;"em3.7";"dostep do internetu przez komorke (modem w komorce)"
1533;"em3.8";"inne"
1534;"em4";"Jesli gospodarstwo posiada stale lacze, to jaka jest jego predkosc?"
1535;"em5.1";"brak odpowiedniego sprzetu"
1536;"em5.2";"brak mozliwosci technicznych korzystania z lacza stalego"
1537;"em5.3";"wystarczajace mozliwosci korzystania z Internetu gdzie indziej"
1538;"em5.4";"Internet nie jest nam potrzebny,"
1539;"em5.5";"Internet nie ma nic ciekawego do zaoferowania"
1540;"em5.6";"wzgledy prywatnosci lub bezpieczenstwa"
1541;"em5.7";"Internet moze byc szkodliwy, np. moze demoralizowac dzieci, zabierac czas"
1542;"em5.8";"koszty dostepu sa zbyt duze"
1543;"em5.9";"brak odpowiednich umiejetnosci korzystania"
1544;"em5.10";"inny powod"
1545;"em5.11";"zamierzamy zalozyc dostep w tym roku"
1546;"en1";"Czy Pana/i gospodarstwo domowe ponosi jakies wydatki zwiazane z niepelnosprawnoscia"
1547;"en2.1";"na leczenie (w tym leki)"
1548;"en2.2";"na rehabilitacje"
1549;"en2.3";"na sprzet, aparature itp"
1550;"en2.4";"inne"
1551;"en8.1";"dziecko niepelnosprawne: na wakacje"
1552;"en8.2";"dziecko niepelnosprawne: na turnusy rehabilitacyjne"
1553;"en8.3";"dziecko niepelnosprawne: na wyjazdy grupowe"
1554;"en9";"ocena szan dziecka niepelmosprawnego"
1555;"en10";"dlaczego male sznase"
1556;"en11.1";"dzieci niepelnosprawne: pozostana uzaleznione"
1557;"en11.2";"dzieci niepelnosprawne: specjalne przywileje"
1558;"en11.3";"dzieci niepelnosprawne: maja klopoty w relacjach"
1559;"en11.4";"dzieci niepelnosprawne: nalezy im pomagac"
1560;"en11.5";"dzieci niepelnosprawne: mieszkac z rodzicami"
1561;"en11.6";"dzieci niepelnosprawne: starac sie byc samodzielne"
1562;"en11.7";"dzieci niepelnosprawne: pracowac i zarabiac"
1563;"en11.8";"dzieci niepelnosprawne: praca zawodowa do integracji"
1564;"en11.9";"dzieci niepelnosprawne: panstwo powinno pomagac"
1565;"eTypGD";"typ rodziny biologicznej w 2009"
1566;"eNCUb";"Liczba jednostek konsumpcyjnych w gosp.dom 2009"
1567;"fA0";"a0 Status gospodarstwa w badaniu"
1568;"fA1WOJ";"a1woj Wojewodztwo"
1569;"fA5";"a5 Liczba rodzin tworzacych gospodarstwo domowe"
1570;"fA6";"a6 Symbol zrodla utrzymania gospodarstwa"
1571;"fA7";"a7 Liczba wszystkich osob w gospodarstwie domowym"
1572;"fA6.bez7";"grupa spoleczno-ekonomiczna "
1573;"fA8";"a8 Liczba osob w gospodarstwie domowym"
1574;"fB1A.1";"b1a dzien"
1575;"fB1A.2";"b1a dzien"
1576;"fB1A.3";"b1a dzien"
1577;"fB1B.1";"b1b miesiac"
1578;"fB1B.2";"b1b miesiac"
1579;"fB1B.3";"b1b miesiac"
1580;"fB1CG.1";"b1cg Godzina rozpoczecia wizyty"
1581;"fB1CG.2";"b1cg Godzina rozpoczecia wizyty"
1582;"fB1CG.3";"b1cg Godzina rozpoczecia wizyty"
1583;"fB1CM.1";"b1cm Minut"
1584;"fB1CM.2";"b1cm Minut"
1585;"fB1CM.3";"b1cm Minut"
1586;"fB1D.1";"b1d Czas trwania wizyty w minutach"
1587;"fB1D.2";"b1d Czas trwania wizyty w minutach"
1588;"fB1D.3";"b1d Czas trwania wizyty w minutach"
1589;"fB2";"b2 Realizacja wywiadu z gospodarstwem domowym:"
1590;"fB3";"b3 Przyczyna nieprzeprowadzenia wywiadu"
1591;"fB4.1";"b4_1 Liczba osob w gospodarstwie podlegajacych wywiadowi indywidualnemu"
1592;"fB4.2";"b4_2 Liczba przeprowadzonych wywiadow indywidualnych"
1593;"fB4.3";"b4_3 Liczba ankiet indywidualnych uznanych za wypelnione niezgodnie z instrukcja"
1594;"fB5";"b5 Czy gospodarstwo wyraza zgode na uczestniczenie w badaniu w kolejnych latach?"
1595;"fB6A";"b6a dzien"
1596;"fB6B";"b6b miesiac"
1597;"fE1.1";"warzywa i przetwory warzywne "
1598;"fE1.2";"owoce i przetwory owocowe "
1599;"fE1.3";"mieso (w tym drob) "
1600;"fE1.4";"przetwory miesne i drobiowe "
1601;"fE1.5";"ryby i przetwory rybne "
1602;"fE1.6";"maslo i inne tluszcze jadalne "
1603;"fE1.7";"mleko "
1604;"fE1.8";"przetwory mleczne "
1605;"fE1.9";"cukier "
